linha_base,direcao_base,total_pontos_linha_base,linha_compartilhada,direcao_compartilhada,num_pontos_compartilhados,percentual_cobertura,pontos_compartilhados
229,Ida,37,349,Ida,1,2.7,Catedral Metropolitana
229,Ida,37,362,Ida,1,2.7,"BRS 1,2,3,4,5,I: Cruz Vermelha"
229,Ida,37,SR362,Ida,1,2.7,"BRS 1,2,3,4,5,I: Cruz Vermelha"
229,Ida,37,378,Ida,4,10.81,"Anfilófio de Carvalho, BRS 1,2,3,4,5,I: Cruz Vermelha, BRS 1,2,4,5,I: Rua dos Inválidos, BRS 1,2,4: Lavradio"
229,Ida,37,SR378,Ida,4,10.81,"Anfilófio de Carvalho, BRS 1,2,3,4,5,I: Cruz Vermelha, BRS 1,2,4,5,I: Rua dos Inválidos, BRS 1,2,4: Lavradio"
229,Ida,37,384,Ida,1,2.7,Catedral Metropolitana
229,Ida,37,385,Ida,1,2.7,Catedral Metropolitana
229,Ida,37,SN324,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,SN298,Ida,1,2.7,"BRS 1,2,3,4,5,I: Cruz Vermelha"
229,Ida,37,399,Ida,1,2.7,Catedral Metropolitana
229,Ida,37,455,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,456,Ida,1,2.7,"BRS 1,2,3,4,I: Marquês de Sapucaí"
229,Ida,37,483,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,484,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,711,Volta,1,2.7,"BRS 1,2,4,5,6,I: Sampaio Ferraz"
229,Ida,37,711,Ida,2,5.41,"Araújo Pena, Club Municipal"
229,Ida,37,SN457,Ida,1,2.7,"BRS 1,2,3,4,5,I: Cruz Vermelha"
229,Ida,37,SV606,Ida,3,8.11,"Abelardo Chacrinha Barbosa, Henry Ford, Metrô Uruguai"
229,Ida,37,SN363,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,SN302,Volta,25,67.57,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Araújo Pena, Araújos, Bispo, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, Club Municipal, Colégio Marista São José, Conselheiro Zenha, Felix da Cunha, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Matoso, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Rego Lopes, Saens Peña Medical Center, Santa Carolina, Vicente de Cabo Frio"
229,Ida,37,SN309,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,309,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,601,Ida,3,8.11,"Abelardo Chacrinha Barbosa, Henry Ford, Metrô Uruguai"
229,Ida,37,607,Volta,1,2.7,"BRS 1,2,4,5,6,I: Sampaio Ferraz"
229,Ida,37,607,Ida,10,27.03,"Abelardo Chacrinha Barbosa, Araújo Pena, Araújos, Club Municipal, Conselheiro Zenha, Felix da Cunha, Henry Ford, Metrô Uruguai, Rego Lopes, Saens Peña Medical Center"
229,Ida,37,302,Volta,25,67.57,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Araújo Pena, Araújos, Bispo, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, Club Municipal, Colégio Marista São José, Conselheiro Zenha, Felix da Cunha, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Matoso, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Rego Lopes, Saens Peña Medical Center, Santa Carolina, Vicente de Cabo Frio"
229,Ida,37,SN636,Ida,4,10.81,"Abelardo Chacrinha Barbosa, Henry Ford, Metrô Uruguai, Vicente de Cabo Frio"
229,Ida,37,379,Ida,2,5.41,"BRS 1,2,3,4,5,I: Cruz Vermelha, BRS 1,2,4,5,I: Rua dos Inválidos"
229,Ida,37,383,Ida,1,2.7,"BRS 1,2,3,4,5,I: Cruz Vermelha"
229,Ida,37,SN393,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,2336,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,2334,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,2335,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,2337,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,2339,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,395,Ida,2,5.41,"BRS 1,2,3,4,5,I: Cruz Vermelha, BRS 1,2,4,5,I: Rua dos Inválidos"
229,Ida,37,2338,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,394,Ida,2,5.41,"BRS 1,2,3,4,5,I: Cruz Vermelha, BRS 1,2,4,5,I: Rua dos Inválidos"
229,Ida,37,SN397,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,006,Ida,2,5.41,"BRS 1,2,4: Lavradio, BRS 1,2: Treze de Maio"
229,Ida,37,014,Ida,2,5.41,"BRS 1,2,4: Lavradio, BRS 1,2: Treze de Maio"
229,Ida,37,107,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,201,Ida,4,10.81,"BRS 1,2,3,4,5,I: Cruz Vermelha, BRS 1,2,4,5,I: Rua dos Inválidos, BRS 1,2,4: Lavradio, BRS 1,2: Treze de Maio"
229,Ida,37,217,Ida,3,8.11,"Abelardo Chacrinha Barbosa, Henry Ford, Metrô Uruguai"
229,Ida,37,220,Ida,26,70.27,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Araújo Pena, Araújos, Bispo, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, Club Municipal, Colégio Marista São José, Conselheiro Zenha, Felix da Cunha, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Matoso, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Rego Lopes, Saens Peña Medical Center, Santa Carolina, São Miguel, Vicente de Cabo Frio"
229,Ida,37,010,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,409,Ida,15,40.54,"Araújo Pena, Araújos, Bispo, BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, BRS 1,2,4,I: Largo do Estácio, BRS 1,2,4,I: Viscondessa de Piracinunga, Club Municipal, Conselheiro Zenha, Felix da Cunha, Matoso, Praça Saens Peña, Rego Lopes, Saens Peña Medical Center"
229,Ida,37,410,Volta,2,5.41,"Araújo Pena, Felix da Cunha"
229,Ida,37,410,Ida,8,21.62,"Araújo Pena, Araújos, Club Municipal, Conselheiro Zenha, Felix da Cunha, Praça Saens Peña, Rego Lopes, Saens Peña Medical Center"
229,Ida,37,415,Ida,27,72.97,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Anfilófio de Carvalho, Araújo Pena, Araújos, Bispo, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, Club Municipal, Colégio Marista São José, Conselheiro Zenha, Felix da Cunha, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Matoso, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Rego Lopes, Saens Peña Medical Center, Santa Carolina, São Miguel, Vicente de Cabo Frio"
229,Ida,37,SN415,Ida,27,72.97,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Araújo Pena, Araújos, Bispo, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, Catedral Metropolitana, Club Municipal, Colégio Marista São José, Conselheiro Zenha, Felix da Cunha, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Matoso, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Rego Lopes, Saens Peña Medical Center, Santa Carolina, São Miguel, Vicente de Cabo Frio"
229,Ida,37,422,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,SN422,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,SN133,Ida,1,2.7,"BRS 1,2,4,5,6,I: Sampaio Ferraz"
229,Ida,37,426,Ida,22,59.46,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Araújo Pena, Araújos, Club Municipal, Colégio Marista São José, Conselheiro Zenha, Felix da Cunha, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Rego Lopes, Saens Peña Medical Center, Santa Carolina, São Miguel, Vicente de Cabo Frio"
229,Ida,37,426,Volta,1,2.7,"BRS 1,2,4,5,6,I: Sampaio Ferraz"
229,Ida,37,100,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,105,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,432,Ida,9,24.32,"Araújo Pena, Bispo, BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, BRS 1,2,4,I: Largo do Estácio, BRS 1,2,4,I: Viscondessa de Piracinunga, Club Municipal, Matoso"
229,Ida,37,435,Ida,1,2.7,"BRS 1,2,3,4,I: Marquês de Sapucaí"
229,Ida,37,110,Volta,5,13.51,"BRS 1,2,3,4,5,I: Cruz Vermelha, BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,I: Largo do Estácio, BRS 1,2,4,I: Viscondessa de Piracinunga"
229,Ida,37,112,Volta,5,13.51,"BRS 1,2,3,4,5,I: Cruz Vermelha, BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,I: Largo do Estácio, BRS 1,2,4,I: Viscondessa de Piracinunga"
229,Ida,37,472,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,109,Volta,1,2.7,"BRS 1,2,3,4,I: Marquês de Sapucaí"
229,Ida,37,474,Ida,1,2.7,"BRS 1,2,3,4,I: Marquês de Sapucaí"
229,Ida,37,603,Volta,2,5.41,"São Miguel, Terminal Prof. Carlos Manes Bandeira (Usina) :: Plat. A"
229,Ida,37,603,Ida,9,24.32,"Abelardo Chacrinha Barbosa, Alves de Brito, Garibaldi, Henry Ford, Metrô Uruguai, Natalina, Praça Saens Peña, Terminal Prof. Carlos Manes Bandeira (Usina) :: Plat. A, Vicente de Cabo Frio"
229,Ida,37,608,Ida,3,8.11,"Abelardo Chacrinha Barbosa, Henry Ford, Metrô Uruguai"
229,Ida,37,626,Volta,8,21.62,"Abelardo Chacrinha Barbosa, Alves de Brito, Garibaldi, Henry Ford, Metrô Uruguai, Natalina, Praça Saens Peña, Vicente de Cabo Frio"
229,Ida,37,498,Ida,1,2.7,"BRS 1,2,3,4,I: Marquês de Sapucaí"
229,Ida,37,433,Ida,9,24.32,"Araújo Pena, Bispo, BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, BRS 1,2,4,I: Largo do Estácio, BRS 1,2,4,I: Viscondessa de Piracinunga, Club Municipal, Matoso"
229,Ida,37,SN474,Ida,1,2.7,"BRS 1,2,3,4,5,I: Cruz Vermelha"
229,Ida,37,104,Volta,1,2.7,Catedral Metropolitana
229,Ida,37,485,Ida,1,2.7,"BRS 1,2,3,4,I: Marquês de Sapucaí"
229,Ida,37,SN483,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,SV384,Ida,1,2.7,Catedral Metropolitana
229,Ida,37,957,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,645,Ida,14,37.84,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Colégio Marista São José, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Santa Carolina, Vicente de Cabo Frio"
229,Ida,37,416,Volta,1,2.7,"BRS 1,2,4,5,6,I: Sampaio Ferraz"
229,Ida,37,416,Ida,11,29.73,"Araújo Pena, Araújos, Bispo, BRS 1,2,4,5,I: Barão de Ubá, Club Municipal, Conselheiro Zenha, Felix da Cunha, Matoso, Praça Saens Peña, Rego Lopes, Saens Peña Medical Center"
229,Ida,37,SR399,Ida,1,2.7,Catedral Metropolitana
229,Ida,37,157,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,350,Ida,1,2.7,Anfilófio de Carvalho
229,Ida,37,SN328,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,SN433,Ida,9,24.32,"Araújo Pena, Bispo, BRS 1,2,3,4,I: Marquês de Sapucaí, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, BRS 1,2,4,I: Largo do Estácio, BRS 1,2,4,I: Viscondessa de Piracinunga, Club Municipal, Matoso"
229,Ida,37,SN368,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,SN388,Volta,1,2.7,Anfilófio de Carvalho
229,Ida,37,SN399,Ida,1,2.7,Catedral Metropolitana
229,Ida,37,SR384,Ida,1,2.7,Catedral Metropolitana
229,Ida,37,SN497,Ida,1,2.7,"BRS 1,2,3,4,5,I: Cruz Vermelha"
229,Ida,37,133,Ida,1,2.7,"BRS 1,2,4,5,6,I: Sampaio Ferraz"
229,Ida,37,301,Volta,25,67.57,"Abelardo Chacrinha Barbosa, Agostinho, Alves de Brito, Araújo Pena, Araújos, Bispo, BRS 1,2,4,5,6,I: Sampaio Ferraz, BRS 1,2,4,5,I: Barão de Ubá, Club Municipal, Colégio Marista São José, Conselheiro Zenha, Felix da Cunha, Garibaldi, Henry Ford, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Matoso, Medeiros Pássaro, Metrô Uruguai, Natalina, Praça Saens Peña, Rego Lopes, Saens Peña Medical Center, Santa Carolina, Vicente de Cabo Frio"
229,Ida,37,SV391,Ida,1,2.7,"BRS 1,2,3,4,5,I: Cruz Vermelha"
229,Ida,37,SN624,Ida,1,2.7,Catedral Metropolitana
229,Ida,37,108,Volta,1,2.7,"BRS 1,2,3,4,I: Marquês de Sapucaí"
229,Ida,37,108,Ida,1,2.7,"BRS 1,2,3,4,5,I: Cruz Vermelha"
229,Ida,37,606,Ida,3,8.11,"Abelardo Chacrinha Barbosa, Henry Ford, Metrô Uruguai"
229,Ida,37,SN104,Volta,1,2.7,Catedral Metropolitana
229,Ida,37,013,Volta,1,2.7,"BRS 1,2,3,4,I: Marquês de Sapucaí"
229,Ida,37,SN383,Ida,1,2.7,"BRS 1,2,3,4,5,I: Cruz Vermelha"
229,Volta,32,238,Volta,7,21.88,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,4,6: Paulo de Frontin, BRS 1,2,4,I: Praça Castelo Branco, BRS 1,2,4,I: Reverendo Álvaro Reis, BRS 1,2,4: Largo do Estácio"
229,Volta,32,SN238,Volta,2,6.25,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,I: Reverendo Álvaro Reis"
229,Volta,32,239,Volta,9,28.12,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,4,6: Paulo de Frontin, BRS 1,2,4,I: Moncorvo Filho, BRS 1,2,4,I: Praça Castelo Branco, BRS 1,2,4,I: Reverendo Álvaro Reis, BRS 1,2,4: General Caldwell, BRS 1,2,4: Largo do Estácio"
229,Volta,32,621,Volta,2,6.25,"BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha"
229,Volta,32,634,Ida,3,9.38,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso"
229,Volta,32,711,Volta,4,12.5,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,4,6: Paulo de Frontin"
229,Volta,32,SV606,Volta,1,3.12,Conde de Itaguaí
229,Volta,32,SN302,Ida,23,71.88,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
229,Volta,32,601,Volta,4,12.5,"BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 2,5,7,I: Saens Peña I, Conde de Itaguaí"
229,Volta,32,607,Volta,10,31.25,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,4,6: Paulo de Frontin, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, Conde de Itaguaí"
229,Volta,32,302,Ida,23,71.88,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
229,Volta,32,SN636,Volta,1,3.12,Pinto de Figueiredo
229,Volta,32,2307,Volta,1,3.12,"BRS 1,2,5: Praça da República II"
229,Volta,32,2308,Volta,1,3.12,"BRS 1,2,5: Praça da República II"
229,Volta,32,2309,Volta,1,3.12,"BRS 1,2,5: Praça da República II"
229,Volta,32,2336,Volta,1,3.12,"BRS 1,2,5: Praça da República II"
229,Volta,32,2303,Volta,1,3.12,"BRS 1,2,5: Praça da República II"
229,Volta,32,2339,Volta,1,3.12,"BRS 1,2,5: Praça da República II"
229,Volta,32,2383,Volta,1,3.12,"BRS 1,2,5: Praça da República II"
229,Volta,32,394,Volta,1,3.12,"BRS 1,2,5: Praça da República II"
229,Volta,32,201,Volta,4,12.5,"BRS 1,2,4,I: Moncorvo Filho, BRS 1,2,4,I: Praça Castelo Branco, BRS 1,2,4: General Caldwell, BRS 1,2,5: Praça da República II"
229,Volta,32,202,Volta,4,12.5,"BRS 1,2,4,I: Moncorvo Filho, BRS 1,2,4,I: Praça Castelo Branco, BRS 1,2,4: General Caldwell, BRS 1,2,5: Praça da República II"
229,Volta,32,217,Volta,1,3.12,Conde de Itaguaí
229,Volta,32,220,Volta,23,71.88,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
229,Volta,32,409,Volta,12,37.5,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,4,6: Paulo de Frontin, BRS 1,2,4,I: Praça Castelo Branco, BRS 1,2,4,I: Reverendo Álvaro Reis, BRS 1,2,4: Largo do Estácio, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier"
229,Volta,32,410,Volta,5,15.62,"BRS 1,2,4,I: Praça Castelo Branco, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier"
229,Volta,32,415,Volta,23,71.88,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
229,Volta,32,SN415,Volta,23,71.88,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
229,Volta,32,SN133,Volta,1,3.12,"BRS 1,2,4,I: Reverendo Álvaro Reis"
229,Volta,32,426,Volta,24,75,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,4,6: Paulo de Frontin, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
229,Volta,32,432,Volta,8,25,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,4,6: Paulo de Frontin, BRS 1,2,4,I: Praça Castelo Branco, BRS 1,2,4,I: Reverendo Álvaro Reis, BRS 1,2,4: Largo do Estácio, BRS 1,2,5,6,I: Afonso Pena"
229,Volta,32,110,Ida,3,9.38,"BRS 1,2,4,6: Paulo de Frontin, BRS 1,2,4,I: Reverendo Álvaro Reis, BRS 1,2,4: Largo do Estácio"
229,Volta,32,109,Volta,1,3.12,"BRS 1,2,4,I: Praça Castelo Branco"
229,Volta,32,603,Volta,10,31.25,"Alves de Brito, Clóvis Bevilaqua, Conde de Itaguaí, Dona Delfina, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, São Rafael, Terminal Prof. Carlos Manes Bandeira (Usina) :: Plat. A"
229,Volta,32,603,Ida,1,3.12,Terminal Prof. Carlos Manes Bandeira (Usina) :: Plat. A
229,Volta,32,608,Volta,1,3.12,Conde de Itaguaí
229,Volta,32,626,Ida,1,3.12,Conde de Itaguaí
229,Volta,32,433,Volta,8,25,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,4,6: Paulo de Frontin, BRS 1,2,4,I: Praça Castelo Branco, BRS 1,2,4,I: Reverendo Álvaro Reis, BRS 1,2,4: Largo do Estácio, BRS 1,2,5,6,I: Afonso Pena"
229,Volta,32,104,Ida,1,3.12,"BRS 1,2,5: Praça da República II"
229,Volta,32,605,Volta,2,6.25,"BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha"
229,Volta,32,645,Volta,15,46.88,"Alves de Brito, Ary Kerner, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
229,Volta,32,416,Volta,9,28.12,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,4,6: Paulo de Frontin, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier"
229,Volta,32,371,Ida,1,3.12,"BRS 1,2,5: Praça da República II"
229,Volta,32,SN433,Volta,8,25,"BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,4,6: Paulo de Frontin, BRS 1,2,4,I: Praça Castelo Branco, BRS 1,2,4,I: Reverendo Álvaro Reis, BRS 1,2,4: Largo do Estácio, BRS 1,2,5,6,I: Afonso Pena"
229,Volta,32,133,Volta,2,6.25,"BRS 1,2,4,6: Paulo de Frontin, BRS 1,2,4,I: Reverendo Álvaro Reis"
229,Volta,32,301,Ida,23,71.88,"Alves de Brito, Ary Kerner, BRS 1,2,4,5,6,I: Barão de Ubá, BRS 1,2,4,5,6,I: Domício da Gama, BRS 1,2,4,5,6,I: Matoso, BRS 1,2,5,6,7,I: Carmela Dutra, BRS 1,2,5,6,7,I: Conselheiro Zenha, BRS 1,2,5,6,I: Afonso Pena, BRS 1,2,5,6,I: Professor Gabizo, BRS 1,2,5,6,I: São Francisco Xavier, BRS 2,5,7,I: Saens Peña I, Clóvis Bevilaqua, Colégio Marista São José, Conde de Itaguaí, Dona Delfina, Hospital São Francisco, Igreja Nossa Senhora da Conceição, Metrô Uruguai, Natalina, Pinto de Figueiredo, Radmaker, Santa Carolina, São Rafael"
229,Volta,32,606,Volta,1,3.12,Conde de Itaguaí
229,Volta,32,SN104,Ida,1,3.12,"BRS 1,2,5: Praça da República II"
